title;date;description;genre;rating;users_rating;votes;languages;directors;actors;runtime
Gentayangan;06/06/1953;Abimanyu Karindra has no choice but to bring his wife, Sofia and their two children and his sister Sheila to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court.;Horror;13+;4.8;19;Indonesian;Shyam Ramsay;['Baim Wong', 'Nadine Alexandra', 'Chris Laurent', 'Jelita Callebaut', 'Bima Azriel', 'Marsha Aurelia', 'Haydar Salishz', 'Brianna Simorangkir', 'Windy Dwiapsari', 'Fuad Idris', nan, nan, nan, nan, nan];183
Gila Lu Ndro;08/05/1955;Indro (Tora Sudiro) encounters with Al, an alien (Indro Warkop) who is visiting Earth and hope that he can find peace on earth and bring that peace back to his planet which is always tinged with conflicts, gaps, and other social problems.;Comedy;13+;5.2;49;Indonesian;Herwin Novianto;['Tora Sudiro', 'Indro Warkop', 'Mieke Amalia', 'M. Adhiyat', 'Hifdzi Khoir', 'Indra Jegel', 'Arie Kriting', 'Rachman Avri', 'David Nurbianto', 'Alex Abbad', 'Arafah Rianti', 'Sadana Agung Sulistya', 'Yoriko Angeline', 'Zulfa Maharani', 'Aci Resti'];81
Hanum & Rangga: Faith & The City;13/12/1996;A love story about a dentist's struggle with her husband.;Drama;13+;1.2;349;Indonesian;Benni Setiawan;['Acha Septriasa', 'Rio Dewanto', 'Arifin Putra', 'Titi Kamal', 'Alex Abbad', 'Ciara Nadine Brosnan', 'Ayu Dewi', 'Tyson Lynch', 'Alexandra Gottardo', 'Timo Scheunemann', 'Elena V. Holovcsak', 'Suheil Bisyir', 'Jennifer Lepas', 'Andy Yue', 'Alice Norin'];84
Insya Allah Sah 2;05/05/2014;Raka (Pandji Pragiwaksono) is now trapped in an online taxi with Gani (Donny Alamsyah), a fugitive who just escaped from prison. Both of them must go through a journey full of comedy action and unexpected situations.;Action;13+;7.2;42;Indonesian;Anggy Umbara;['Pandji Pragiwaksono', 'Donny Alamsyah', 'Luna Maya', 'Miller Khan', 'Ray Sahetapy', 'Nirina Zubir', 'Tanta Ginting', 'Dewi Yull', 'Meriam Bellina', 'Titiek Sandhora', 'Henky Solaiman', 'Ingrid Widjanarko', 'T.M. Tarsan', 'T. Rifnu Wikana', 'Ence Bagus'];142
Jaga Pocong;25/06/1982;Mila is a nurse, could not refuse when assigned to take care for Sulastri at her house. When she arrives at Sulastri's house, it turns out that Sulastri has died.;Horror;17+;6.9;140;Indonesian;Hadrah Daeng Ratu;['Acha Septriasa', 'Zack Lee', 'Aqilla Herby', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];131
Jailangkung 2;17/02/1980;A girl watched an old videotape owned by his father who had communicated with her mother's deceased spirit using Jailangkung. She then assembles her own Jailangkung and plays it in hope also to communicate with her deceased mother.;Horror;13+;4.0;109;Indonesian;Rizal Mantovani;['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Lukman Sardi', 'Gabriella Quinlyn', 'Deddy Sutomo', 'Ratna Riantiarno', 'Frans Nicholas', 'Naufal Samudra Weichert', nan, nan, nan, nan, nan, nan];141
Jaran Goyang;21/01/1987;A gardener named Dirga fell in love with a sworddut named Elena. But his love was rejected by Elena who already had a girlfriend, Robert. Dirga killed Robert and asked Jaran Goyang black ...;Horror;13+;4.7;16;Indonesian;Findo Purwono;['Cut Meyriska', 'Ajun Perwira', 'Nova Eliza', 'Mudy Taylor', 'Dian Aditya', 'Lia Ladysta', 'Iva Novanda', nan, nan, nan, nan, nan, nan, nan, nan];146
Jelita Sejuba: Mencintai Kesatria Negara;11/10/1998;Without dating, Jaka immediately proposes for Sharifah and they get married. However, the love story is not just about the meeting. Become wife of a soldier, she must learn to hold his longing whenever Jaka is assigned to the battlefield.;Drama;13+;9.1;240;Indonesian;Ray Nayoan;['Putri Marino', 'Wafda Saifan Lubis', 'Alvaro Maldini Siregar', 'Yayu A.W. Unru', 'Nena Rosier', 'Mutiara Sofya', 'Ahmad Ramadhan', 'Donny Alamsyah', nan, nan, nan, nan, nan, nan, nan];142
Kafir: Bersekutu dengan Setan;20/11/1955;A family is being haunted by some strange happenings after the death of the father.;Drama;17+;7.0;367;Indonesian;Azhar Kinoi Lubis;['Putri Ayudya', 'Sujiwo Tejo', 'Indah Permatasari', 'Rangga Azof', 'Nadya Arina', 'Nova Eliza', 'Teddy Syah', 'Slamet Ambari', 'Djenar Maesa Ayu', 'Dolly Martin', 'Oce Permatasari', 'Yayu A.W. Unru', 'Laksmi Notokusumo', 'Antar', nan];150
Keluarga Cemara;08/05/1981;After the bankruptcy, Abah loses his house and all of his treasures. He also loses his case in the court, hence his family is threatened to live in poverty forever. Abah then had to get used to his new life along with his little family.;Drama;SU;7.9;558;Indonesian;Yandy Laurens;['Nirina Zubir', 'Ringgo Agus Rahman', 'Adhisty Zara', 'Widuri Sasono', 'Asri Welas', 'Yasamin Jasem', 'Maudy Koesnaedi', 'Andrew Trigg', 'Kafin Sulthan', 'Abdurrahman Arif', 'Gading Marten', 'Ariyo Wahab', 'Joshia Frederico', 'Widi Mulia', 'Arswendi Nasution'];196
Kenapa Harus Bule?;14/01/1954;Pipin Kartika (Putri Ayudya) is obsessed to get 'bule' a.k.a foreigner boyfriend to be her husband. By the age of 30 she still hasn't got it. Almost frustrated because she always met a jerk...;Drama;21+;6.5;22;Indonesian;Andri Cung;['Putri Ayudya', 'Natalius Chendana', 'Cornelio Sunny', 'Kho Michael', 'Djenar Maesa Ayu', 'Chicco Kurniawan', nan, nan, nan, nan, nan, nan, nan, nan, nan];55
Kesempatan Kedu(d)a;06/11/2005;Abi (Raffi Ahmad) is a corporate slave. His wife, Maya (Dinda Kanya Dewi), a super ambitious career woman, has an affair with Abi's boss.;Comedy;13+;7.0;8;Indonesian;Awi Suryadi;['Raffi Ahmad', 'Zizan Razak', 'Cut Meyriska', 'Marsha Aruan', 'Bastian Steel', 'Aqilla Herby', 'Nagita Slavina', 'Ayu Ting Ting', 'Hotman Paris Hutapea', 'Dicky Chandra', 'Dinda Kanyadewi', 'Muhammad Farhan', 'Ira Maya Sopha', 'Mo Sidik', 'Jarwo Kwat'];104
Kisah Dua Jendela;30/04/1998;An urban romance about loneliness and disconnection in the megapolis of Jakarta;Drama;;7.4;11;Indonesian;Paul Agusta;['Joko Anwar', 'Dinda Kanyadewi', 'Djenar Maesa Ayu', 'Agnes Naomi', 'Khiva Iskak', 'Tadelesh Ilham', nan, nan, nan, nan, nan, nan, nan, nan, nan];171
Koki-Koki Cilik;20/02/1995;A child from an underprivileged family managed to take part in the very prestigious and expensive Cooking Camp program. With all his shortcomings, he must challenge the cuisine of Chef Grant and compete with the other little chefs.;Drama;SU;7.3;35;Indonesian;Ifa Isfansyah;['Morgan Oey', 'Ringgo Agus Rahman', 'Faras Fatik', 'Chloe Xaviera', 'Adi Kurdi', 'Aura Kasih', 'Fanny Fabriana', 'Alif Lubis', 'Marcello', 'Ali Fikry', 'Patrick Milligan', 'Cole Gribble', 'Clay Gribble', 'Romaria Simbolon', 'Clarice Cutie'];138
Kucumbu Tubuh Indahku;22/08/2004;A pre-teen boy who abandoned by his father joins a Lengger dance center where men assume feminine appearances, but the political and social upheaval in Indonesia forces him to move away and meet with remarkable people on his journey.;Drama;17+;7.5;337;Indonesian;Garin Nugroho;['Muhammad Khan', 'Raditya Evandra', 'Rianto', 'Sujiwo Tejo', 'T. Rifnu Wikana', 'Randy Pangalila', 'Whani Darmawan', 'Dorothea Quin Haryati', 'Endah Laras', 'Mbok Tun', 'Cahwati Sugiarto', 'Fajar Suharno', 'Windarti', 'Anneke Fitriani', 'Anja Lilani Ariella'];119
Kulari ke Pantai;16/01/1954;Two girls in their early teens embark on a road trip with one of the girl's mother.;Adventure;SU;7.8;201;Indonesian;Riri Riza;"['Maisha Kanna', ""Lil'li Latisha"", 'Marsha Timothy', 'Varun Tandjung', 'Suku Dani', 'Edward Suhadi', 'Francy', 'Ligwina Hananto', 'Praz Teguh', 'Yudha Khan', 'Mo Sidik', 'Fadlan Ridzal', 'M. Adhiyat', 'Ibnu Jamil', 'Dodit Mulyanto']";100
Liam dan Laila;22/09/1950;Liam a young French man, falls in love with an Indonesian Laila.;Drama;13+;7.5;11;Minangkabau;Arief Malinmudo;['Nirina Zubir', 'Jonatan Cerrada', 'David Chalik', 'Praz Teguh', 'Gilang Dirga', 'Upiak Isil', 'Irfan Guchi', 'Linda Zubir', 'Yusril Katil', 'Arzul Jamaan', 'Mitos Saandiko', 'Yassir Hidayat', 'Yuniarni', 'Bima Jousant', 'Melfi Abra'];65
Lima;15/01/2016;;Drama;17+;6.8;36;Indonesian;Harvan Agustriansyah;['Prisia Nasution', 'Yoga Pratama', 'Baskara Mahendra', 'Tri Yudiman', 'Aji Santosa', 'Alvin Adam', 'Aufa Assagaf', 'Rangga Djoned', 'Ade Firman Hakim', 'Sapto Soetardjo', nan, nan, nan, nan, nan];136
Love for Sale;27/09/1963;A mature single man is challenged by his friends to bring a girlfriend to his wedding. He doesn't want to be embarrassed and forced to use the dating site which then brings him to a girl that can accompany him to the wedding.;Drama;21+;7.4;792;Indonesian;Andibachtiar Yusuf;['Gading Marten', 'Della Dartyan', 'Verdi Solaiman', 'Adriano Qalbi', 'Sabrina Rochelle', 'Albert Halim', 'Rukman Rosadi', 'Vanda Mutiara', 'Bowie Budianto', 'Hanif Reyzel', 'Natalius Chendana', 'Rizky Mocil', 'Cita Maharani', 'Ryoichi Adityo', 'Khiva Iskak'];194
Mama Mama Jagoan;28/08/1993;;Comedy;13+;7.2;11;Indonesian;Sidi Saleh;['Widyawati', 'Niniek L. Karim', 'Ratna Riantiarno', 'Nadine Alexandra', 'David John Schaap', 'I. Gede Ari Astina', 'Lolox', 'Willem Bevers', 'Cok Simbara', 'Joshua Pandelaki', 'Nadira Octova', 'Ghea Badzlina', 'Meisya Amira', 'Sumaisy Djaitov Yanda', 'Upiak Isil'];50
May the Devil Take You;18/04/1950;When her estranged father falls into a mysterious coma, a young woman seeks answers at his old villa, where she and her stepsister uncover dark truths.;Horror;TV-MA;6.0;3015;Indonesian;Timo Tjahjanto;['Chelsea Islan', 'Pevita Pearce', 'Ray Sahetapy', 'Karina Suwandhi', 'Samo Rafael', 'Hadijah Shahab', 'Ruth Marini', 'Kinaryosih', 'Clara Bernadeth', 'Nicole Rossi', 'Daniel Ekaputra', 'Emma', 'Badra', 'Abimana Aryasatya', nan];116
Meet Me After Sunset;22/04/1984;A bizarre love triangle between the Sun, the Moon, and the Star.;Drama;13+;8.0;53;Indonesian;Danial Rifki;['Maxime Bouttier', 'Agatha Chelsea', 'Billy Davidson', 'Yudha Keling', 'Iszur Muchtar', 'Febby Febiola', 'I.B. Made Oka Sugawa', 'Marini', 'Margin Wieheerm', 'Ciccio Manassero', 'Deanda Puteri', nan, nan, nan, nan];78
Message Man;19/01/1953;A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.;Action;21+;6.0;2486;Indonesian;Corey Pearson;"[""Paul O'Brien"", 'Aji Santosa', 'Verdi Solaiman', 'Mario Irwinsyah', 'Agni Pratistha', 'Mike Lewis', 'Alfridus Godfred', 'Ronny P. Tjandra', 'Gary Plant', 'Bran Vargas', 'Denny Baskar', 'Valentine Payen-Wicaksono', 'Epy Kusnandar', 'Patria Sandya Mustika', 'Trisa Triandesa']";157
Milly & Mamet: Ini Bukan Cinta & Rangga;09/09/1955;Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.;Comedy;13+;7.4;558;Indonesian;Ernest Prakasa;['Yoshi Sudarso', 'Julie Estelle', 'Dian Sastrowardoyo', 'Adinia Wirasti', 'Ernest Prakasa', 'Pierre Gruno', 'Roy Marten', 'Titi Kamal', 'Dinda Kanyadewi', 'Eva Celia Latjuba', 'Isyana Sarasvati', 'Muhadkly Acho', 'Surya Saputra', 'Sissy Priscillia', 'Aci Resti'];69
Moonrise Over Egypt;09/03/1982;In 1947, the Indonesian first diplomatic mission arrived in Cairo without passport, to gain recognition over Indonesian sovereignty. They were having series of tackles, which putting the fate of Egypt and Indonesia in the hands of traitor.;History;13+;7.5;24;Indonesian;Pandu Adi Putra;['Reza Anugrah', 'James Dixon', 'Drh Ganda', 'Ina Marika', 'Satria Mulia', 'Vikri Rahmat', 'Amir Sambodo', 'Mark Sungkar', 'Pritt Timothy', 'Bhisma Wijaya', nan, nan, nan, nan, nan];141
Petualangan Menangkap Petir;28/04/1988;A content creator kid from Hong Kong is left to his grandfather in Boyolali, Central Java, while his parents prepare to move to Jakarta. He then met new friends and they plan to make a film inspired by the legendary lightning catcher.;Drama;SU;7.0;34;Indonesian;Kuntz Agus;['Bima Azriel', 'Zara Leola', 'Fatih Unru', 'Abimana Aryasatya', 'Arie Kriting', 'Slamet Rahardjo', 'Putri Ayudya', 'Darius Sinathrya', 'Jidate Ahmad', 'Danang Parikesit', 'Siswanto', 'Yeyen Lydia', 'Benjo Pangben', 'Pangsit Pangben', 'Taufik Nurudin'];108
R: Raja, Ratu, & Rahasia;08/02/1954;Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.;Drama;13+;7.2;45;Indonesian;Findo Purwono;['Brandon Salim', 'Aurora Ribero', 'Ira Wibowo', 'Dimas Beck', 'Sheila Dara Aisha', 'Jeff Smith', 'Teuku Ryzki', 'Ardit Erwandha', 'Zulfa Maharani', 'Debo Andryos', 'Mufida Omar Nahdi', 'Bella Graceva', 'Thomi Baraqbah', 'Marcellino Lafrand', 'Asri Welas'];122
Rasuk;03/10/1988;During a vacation at a villa with her three friends, a resentful woman plunges deep into the depths of hate when dark forces try to overtake her life.;Horror;17+;5.4;69;Indonesian;Ubay Fox;['Shandy Aulia', 'Miller Khan', 'Denira Wiraguna', 'Gabriella Desta', 'Josephine Firmstone', 'Baron Hermanto', 'Abhie Canser', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan];112
Reuni Z;10/08/1965;After 20 years graduated from high school, students of Zenith having a reunion. Zombie outbreak started in the reunion, infected most of the group. The survivors needs to find a way out to escape from zombies that surrounding the school.;Comedy;17+;5.0;67;Indonesian;Soleh Solihun;['Soleh Solihun', 'Tora Sudiro', 'Dinda Kanyadewi', 'Ayushita', 'Cassandra Lee', 'Surya Saputra', 'Verdi Solaiman', 'Gabriella Lasdauskas', 'Beby Tsabina', 'Dian Nitami', 'Anjasmara', 'Ence Bagus', 'Sogi Indra Dhuaja', 'Fanny Fabriana', 'Denny Gitong'];157
Revan & Reina;24/12/1955;Revan has been friends with Reina since childhood. Now, romance sparks between them. But, Revan knows that Reina is still thinking about another guy, Fabian. After three years, Fabian is back into Reinas life.;Drama;13+;8.4;32;Indonesian;Andreas Sullivan;['Angela Gilsha', 'Bryan Domani', 'Irsyadillah', 'Ajun Perwira', 'Meisya Amira', 'Rani Ramadhany', 'Wilson Tirta', 'Fachri Muhammad', 'Kevin Ardilova', 'Lavicky Nicholas', 'Muhammad Ilham', 'Kevin Bzezovski', 'Bulan Sofya', 'Keke Harun', 'Roweina Umboh'];164
Rompis;03/01/1990;After graduating from high school, Roman (Arbani Yasiz) continued his studies in the Netherlands and forced to distance himself from Wulan (Adinda Azani). The romance between them starts to change when other girls appear in Roman's life.;Drama;13+;7.9;185;Indonesian;Monty Tiwa;['Arbani Yasiz', 'Adinda Azani', 'Umay Shahab', 'Beby Tsabina', 'Yasmin Karssing', 'Aldy Rialdy', 'Richard Ivander', 'Shenina Cinnamon', 'Rahmet Ababil', 'Adjis Doaibu', 'Gito Gilas', 'Amaranggana', 'Danu Rendra', 'Wouter Oosterwijk', 'Zicarlo van Aalderen'];95
Rumah Belanda;17/09/2009;Raya, an author, is hired by a millionaire called Hilda to write a biography on Aline. She gets sent to live in a mansion so she can write the book in peace. But once there, she and her two...;Horror;;5.7;18;Indonesian;Hedy Suryawan;['Agung Udijana', 'Kelly Tandiono', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];199
Sabrina;15/07/2009;A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.;Horror;17+;4.2;1397;Indonesian;Rocky Soraya;['Luna Maya', 'Christian Sugiono', 'Sara Wijayanto', 'Jeremy Thomas', 'Rizky Hanggono', 'Richelle Georgette Skornicki', 'Asri Handayani', 'Demian Aditya', 'Sahil Shah', 'Imelda', 'Habibie Alatas', 'Adlu Fahrezi', 'Vidya Ully', 'Felix William Smitts', 'Yasmine Mahya'];54
Sajen;21/11/2016;The three offerings in Pelita Bangsa high school is a mystery. Rumors say the offerings is a school effort to soothe the souls of the students who commit suicide for being bullied.;Horror;13+;5.4;50;Indonesian;Hanny Saputra;['Amanda Manoppo', 'Angga Yunanda', 'Stefhani Zamora Husen', 'Jeff Smith', 'Chantiq Schagerl', 'Rachel Amanda', 'Aliff Alli', 'Nova Soraya', 'Alfie Alfandi', 'Virnie Ismail', 'Minati Atmanegara', 'Otig Pakis', 'Thomi Baraqbah', 'Grace Salsabila', 'Zafiraa Pasha'];109
Sakral;14/08/1971;Melina (Olla Ramlan) loses one of her twin children. Her surviving child, Flora (Makayla Rose), grows into a moody and mysterious child. When Flora turns five years old, Melina's family got...;Horror;17+;6.8;39;Indonesian;Tema Patrosza;['Olla Ramlan', 'Teuku Zacky Azwar', 'Makayla Rose Hilli', 'Erika Carlina', 'Raquel Katie Larkin', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan, nan, nan];68
Serendipity;29/10/2008;Rani's life changed drastically after her father passed away, leaving a big sum of debt. She made the hardest decision in her life to become a lady escort. Arkan, her boyfriend, broke their...;Drama;13+;8.5;65;Indonesian;Indra Gunawan;['Maxime Bouttier', 'Mawar Eva de Jongh', 'Kenny Austin', 'Nadira Octova', 'Naomi Paulinda', 'Gunawan Sudrajat', 'Dian Nitami', 'Marissa Nasution', 'August Melasz', 'Ridwan Kamil', nan, nan, nan, nan, nan];81
Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi;18/03/2002;After Amara's father died, Amara went to a wishing well and wish that she can talk to her father one last time. But everything went wrong.;Horror;17+;6.5;52;Indonesian;Sammaria Simanjuntak;['Laura Theux', 'Rebecca Klopper', 'Vonny Cornellya', 'Endy Arfian', 'Arswendi Nasution', 'Jajang C. Noer', 'Valerie Tifanka', 'Willem Bivers', 'Davis Kuen', 'Kiki Narendra', nan, nan, nan, nan, nan];113
Sesuai Aplikasi;08/08/2007;Two online motorcycle taxi drivers, Pras and Duras have their own dependents. When the pair of thieves Sakti and Sandra were targeting the diamond belonging to Ci Asiu carried by the dangdut diva Sofiyah.;Comedy;17+;6.6;49;Indonesian;Adink Liwutang;['Valentino Peter', 'Lolox', 'Ernest Prakasa', 'Titi Kamal', 'Dayu Wijanto', 'Meisya Amira', 'Yusril Fahriza', 'Fico Fachriza', 'Kamasean Matthews', 'Taskya Namya', 'Arief Didu', 'Alicia Djohar', 'Babe Cabita', 'Asri Welas', 'Ananta Rispo'];120
Si Doel the Movie;22/01/1959;Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.;Drama;13+;7.1;370;Indonesian;Rano Karno;['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Suti Karno', 'Salman Alfarizi', 'Rey Bong', 'Aminah Cendrakasih', 'Adam Jagwani', 'Mandra', 'Ahmad Zulhoir Mardia', 'Danu Rendra', 'Celeste Reuvekamp', 'Jacintha Reuvekamp', 'Radboud Reuvekamp', 'Reinier Reuvekamp'];186
Siap Gan!;11/11/2009;;Comedy;13+;7.4;11;Indonesian;Ody C. Harahap;['Rini Mentari', 'Aulia Sarah', 'Mentari De Marelle', 'Qausar Harta Yudana', 'Yama Carlos', 'Rudolf Puspa', 'Indra Birowo', 'Nadya Arina', 'Taskya Namya', nan, nan, nan, nan, nan, nan];115
Silam;28/09/2006;As a result of mistreatment at home and school, Baskara desperately fled to Uncle Anton's house, his father's twin brother who was married to Aunt Ami and had two twin daughters. But spirits began to terrorize him.;Horror;17+;5.3;33;Indonesian;Jose Poernomo;['Zidane Khalid', 'Surya Saputra', 'Wulan Guritno', 'Nova Eliza', 'Anna Tairas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];54
Skull;12/07/1995;If we found a 1-mile long humanoid skeleton. Would we like to know more?;Action;17+;6.4;111;Indonesian;Yusron Fuadi;['Eka Nusa Pertiwi', 'Guh S Mana', 'Yusron Fuadi', 'Rukman Rosadi', 'Kedung Darma R.', 'Heru Sambawa', 'Muhammad Abe Baasyin', 'Haydar Salishz', 'Ridho Ilahi', 'Wikan Sakarinto', 'Eddy O.S. Hiariej', 'Febry Artofart', 'Wisnu Yudha', 'Ricardus Aditya', nan];185
Something in Between;23/04/1954;Gema, a high school teenager, falls in love with Maya, and tries to make every effort to conquer his heart. However, their love must be tested with the challenge of reaching a dream and also the presence of a third person.;Drama;13+;8.2;92;Indonesian;Asep Kusdinar;['Jefri Nichol', 'Amanda Rawles', 'Naufal Samudra Weichert', 'Junior Liem', 'Febby Rastanty', 'Slamet Rahardjo', 'Surya Saputra', 'Amara', 'Rizky Hanggono', 'Djenar Maesa Ayu', 'Yayu A.W. Unru', 'Dolly Martin', 'Denira Wiraguna', 'Sherly Margareta', 'Teddy Yudhistira'];50
Sultan Agung: Tahta, Perjuangan, Cinta;23/07/1992;The story about Sultan Agung of Mataram, how he ascended the throne and had to face VOC in great wars, the events that caused his people's misery.;Action;13+;6.9;140;Indonesian;Hanung Bramantyo;['Ario Bayu', 'Marthino Lio', 'Adinia Wirasti', 'Putri Marino', 'Anindya Putri', 'Christine Hakim', 'Meriam Bellina', 'Deddy Sutomo', 'Lukman Sardi', 'T. Rifnu Wikana', 'Asmara Abigail', 'Rukman Rosadi', 'Kgph Pa Tedjo Wulan', 'Hans de Kraker', 'Herman Bennink'];164
Suzzanna: Bernapas dalam Kubur;09/05/1981;After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.;Comedy;17+;5.6;736;Indonesian;Rocky Soraya;['Luna Maya', 'Herjunot Ali', 'T. Rifnu Wikana', 'Verdi Solaiman', 'Kiki Narendra', 'Alex Abbad', 'Asri Welas', 'Opie Kumis', 'Ence Bagus', 'Norman R. Akyuwen', 'Clift Sangra', nan, nan, nan, nan];195
Target;17/10/2011;Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.;Comedy;13+;4.0;359;Indonesian;Raditya Dika;['Raditya Dika', 'Cinta Laura Kiehl', 'Samuel Rizal', 'Abdur Arsyad', 'Hifdzi Khoir', 'Ria Ricis', 'Anggika Bolsterli', nan, nan, nan, nan, nan, nan, nan, nan];183
Terbang: Menembus Langit;06/05/2014;Onggy (Dion Wiyoko) has a dream to see the world and get out of his hometown in Borneo. He goes to continue study in Surabaya and then undergoes business struggles until he meets a woman who will accompany him to achieve his dream.;Biography;13+;7.4;58;Indonesian;Fajar Nugros;['Dion Wiyoko', 'Laura Basuki', 'Baim Wong', 'Kin Wah Chew', 'Delon', 'Aline Adita', 'Melissa Karim', 'Dinda Hauw', 'Marcell Darwin', 'Dayu Wijanto', nan, nan, nan, nan, nan];54
The Gift;24/02/1956;When novelist Tiana falls in love with visually impaired Harun little she knew that her orphanage mate, Arie was going to propose to her at the same time. What unfold thereafter are three ...;Drama;17+;7.5;57;Indonesian;Hanung Bramantyo;['Reza Rahadian', 'Ayushita', 'Dion Wiyoko', 'Christine Hakim', 'Annisa Hertami Kusumastuti', 'Rukman Rosadi', 'Herman Bennink', nan, nan, nan, nan, nan, nan, nan, nan];136
The Night Comes for Us;24/06/2009;Ito, a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.;Action;TV-MA;7.0;19856;Indonesian;Timo Tjahjanto;['Iko Uwais', 'Joe Taslim', 'Julie Estelle', 'Hannah Al Rashid', 'Dian Sastrowardoyo', 'Zack Lee', 'Sunny Pang', 'Shareefa Daanish', 'Abimana Aryasatya', 'Salvita Decorte', 'Epy Kusnandar', 'Asha Kenyeri Bermudez', 'Morgan Oey', 'Dimas Anggara', 'Revaldo'];100
The Perfect Husband;03/08/2002;Ayla, a 3rd year high school girl, is enjoying her teenage years and her love affair with Ando, the rock band vocalist. She is very surprised when a young pilot named Arsen, who claims to be her husband.;Drama;;7.1;53;Indonesian;Rudi Aryanto;['Dimas Anggara', 'Amanda Rawles', 'Maxime Bouttier', 'Slamet Rahardjo', 'Tanta Ginting', 'Maya Wulan', 'Dolly Martin', 'Bunga Zainal', 'Ade Yunita Hutagaol', 'Claudya Putri', 'Maudy Effosina', 'Carmela van der Kruk', 'Donny Alamsyah', 'Eko Mulyadi', nan];56
The Returning;23/12/1960;A grieving widow finds her husband inexplicably returned from accident, but mysterious creature starts appearing in the family after the father comes home.;Horror;13+;6.0;18;Indonesian;Witra Asliga;['Ario Bayu', 'Laura Basuki', 'Tissa Biani Azzahra', 'Muzakki Ramdhan', 'Bryant Santoso', 'Bryan Domani', 'Fahria Yasmin', 'Dayu Wijanto', 'Paul Agusta', 'Peter Taslim', 'Otig Pakis', 'Daniel Irawan', nan, nan, nan];168
The Secret: Suster Ngesot Urban Legend;18/12/1998;Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital.;Horror;;3.5;27;Indonesian;Raffi Ahmad;['Nagita Slavina', 'Marshanda', 'Raffi Ahmad', 'Tyas Mirasih', 'Roy Marten', 'Kanaya Gleadys', 'Merry Sadili', 'Lia Waode', 'Wika Salim', 'Kartika Putri', 'Farida Pasha', 'Nisya Ahmad', 'Mikaela Atqia Rosadi', 'Mongol Stres', 'Ruth Permatasari'];102
Tujuh Bidadari;06/10/1951;;Horror;17+;6.6;8;Indonesian;Muhammad Yusuf;['Dara Warganegara', 'Lia Waode', 'Brigitta Cynthia', 'Gabriella Desta', 'Camelia Putri', 'Adeayu Sudrajat', 'Salini Rengganis', nan, nan, nan, nan, nan, nan, nan, nan];199
Tumbal: The Ritual;03/06/2010;;Horror;17+;7.3;6;Indonesian;;['Mawar Eva de Jongh', 'Rayn Wijaya', 'Karel Susanteo', 'Annette Edoarda', 'Citra Prima', 'August Melasz', 'Rizky Hanggono', 'Yatti Surachman', nan, nan, nan, nan, nan, nan, nan];193
Tusuk Jelangkung di Lubang Buaya;22/09/1961;"Taman Lubang Buaya, famous for its creepiness, has been chosen to be the next vlogging location. Out of the plan, Sisi disappeared after ""calling"" an evil spirit for being famous on social media. Can Sisi finally escape?";Horror;13+;2.4;18;Indonesian;Erwin Arnada;['Nina Kozok', 'Anya Geraldine', 'Rayn Wijaya', 'Ira Rai', 'Slamet Ambari', 'Bima Azriel', nan, nan, nan, nan, nan, nan, nan, nan, nan];170
Udah Putusin Aja!;10/11/2012;A moslem girl is caught being pregnant.;Drama;13+;7.3;11;Indonesian;Rolly Subhandani;['Rizky Mocil', 'Rana Audi Marissa', 'Billy Davidson', 'Elyzia Mulachela', 'Fita Anggriani Ilham', 'Argo Aa Jimmy', 'Aty Fathiyah', 'Arie K. Untung', 'Stuart Collin', 'Febry Raihan', 'Ada Band', nan, nan, nan, nan];96
Wahana Rumah Hantu;12/12/1970;;Adventure;13+;2.8;8;Indonesian;Anto Lupus;['Renald Ramadhan', 'Adzwa Aurelline', 'Nadira Sungkar', 'Dizet Atshilla', 'Jiseph L. Hakim', 'Fanny Maharani', 'Okto Sergio', 'Natalie Sarah', 'Cahaya Ilmi Insani', 'Kelik Pelipur Lara', 'Lela Anggraini', 'Setiawan Tiada Tara', 'Michele Masayu', 'Ratu Rizka Selvira', 'Sky Azhura'];122
